﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Lund Sol;53445;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Global Irradians (svenska stationer);medelvärde 1 timma, varje timme;watt per kvadratmeter
Solskenstid;summa 1 timme, 1 gång/tim;sekund

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1983-01-01 00:00:00;2025-04-01 10:20:19;90.0;55.7138;13.2124

Datum;Tid (UTC);Global Irradians (svenska stationer);Kvalitet;Solskenstid;Kvalitet;;Tidsutsnitt:
2024-08-15;02:00:00;0.00;G;0;G
2024-08-15;03:00:00;0.00;G;0;G
2024-08-15;04:00:00;2.45;G;0;G
2024-08-15;05:00:00;49.77;G;141;G
2024-08-15;06:00:00;103.53;G;630;G
2024-08-15;07:00:00;230.43;G;2011;G
2024-08-15;08:00:00;432.04;G;3600;G
2024-08-15;09:00:00;458.95;G;3600;G
2024-08-15;10:00:00;659.25;G;3600;G
2024-08-15;11:00:00;708.82;G;3600;G
2024-08-15;12:00:00;706.13;G;3553;G
2024-08-15;13:00:00;679.97;G;3600;G
2024-08-15;14:00:00;332.32;G;1201;G
2024-08-15;15:00:00;384.66;G;1994;G
2024-08-15;16:00:00;196.95;G;780;G
2024-08-15;17:00:00;113.51;G;437;G
2024-08-15;18:00:00;41.88;G;0;G
2024-08-15;19:00:00;7.36;G;0;G
2024-08-15;20:00:00;0.03;G;0;G
2024-08-15;21:00:00;0.00;G;0;G
2024-08-15;22:00:00;0.00;G;0;G
2024-08-15;23:00:00;0.00;G;0;G
2024-08-16;00:00:00;0.00;G;0;G
2024-08-16;01:00:00;0.00;G;0;G
2024-08-16;02:00:00;0.00;G;0;G
2024-08-16;03:00:00;0.01;G;0;G
2024-08-16;04:00:00;1.38;G;0;G
2024-08-16;05:00:00;24.91;G;0;G
2024-08-16;06:00:00;66.00;G;0;G
2024-08-16;07:00:00;113.48;G;0;G
2024-08-16;08:00:00;203.48;G;6;G
2024-08-16;09:00:00;134.73;G;0;G
2024-08-16;10:00:00;98.67;G;0;G
2024-08-16;11:00:00;188.06;G;0;G
2024-08-16;12:00:00;187.13;G;0;G
2024-08-16;13:00:00;325.94;G;64;G
2024-08-16;14:00:00;323.51;G;376;G
2024-08-16;15:00:00;211.27;G;3;G
2024-08-16;16:00:00;263.46;G;1021;G
2024-08-16;17:00:00;65.17;G;0;G
2024-08-16;18:00:00;40.66;G;550;G
2024-08-16;19:00:00;8.20;G;0;G
2024-08-16;20:00:00;0.11;G;0;G
2024-08-16;21:00:00;0.00;G;0;G
2024-08-16;22:00:00;0.00;G;0;G
2024-08-16;23:00:00;0.00;G;0;G
2024-08-17;00:00:00;0.00;G;0;G
2024-08-17;01:00:00;0.00;G;0;G
2024-08-17;02:00:00;0.00;G;0;G
2024-08-17;03:00:00;0.00;G;0;G
2024-08-17;04:00:00;2.70;G;0;G
2024-08-17;05:00:00;52.31;G;1048;G
2024-08-17;06:00:00;76.00;G;1024;G
2024-08-17;07:00:00;121.60;G;474;G
2024-08-17;08:00:00;298.03;G;1570;G
2024-08-17;09:00:00;491.87;G;2751;G
2024-08-17;10:00:00;543.59;G;2138;G
2024-08-17;11:00:00;644.40;G;2270;G
2024-08-17;12:00:00;774.92;G;3008;G
2024-08-17;13:00:00;525.95;G;2760;G
2024-08-17;14:00:00;561.54;G;3600;G
2024-08-17;15:00:00;468.53;G;3600;G
2024-08-17;16:00:00;335.14;G;3600;G
2024-08-17;17:00:00;216.20;G;3600;G
2024-08-17;18:00:00;105.98;G;3600;G
2024-08-17;19:00:00;15.50;G;348;G
2024-08-17;20:00:00;0.00;G;0;G
2024-08-17;21:00:00;0.00;G;0;G
2024-08-17;22:00:00;0.00;G;0;G
2024-08-17;23:00:00;0.00;G;0;G
2024-08-18;00:00:00;0.00;G;0;G
2024-08-18;01:00:00;0.00;G;0;G
2024-08-18;02:00:00;0.00;G;0;G
2024-08-18;03:00:00;0.00;G;0;G
2024-08-18;04:00:00;2.91;G;0;G
2024-08-18;05:00:00;47.02;G;568;G
2024-08-18;06:00:00;158.89;G;3355;G
2024-08-18;07:00:00;291.54;G;3008;G
2024-08-18;08:00:00;314.78;G;3313;G
2024-08-18;09:00:00;540.61;G;3572;G
2024-08-18;10:00:00;495.44;G;3600;G
2024-08-18;11:00:00;609.80;G;2514;G
2024-08-18;12:00:00;593.28;G;2780;G
2024-08-18;13:00:00;484.38;G;2477;G
2024-08-18;14:00:00;382.75;G;1539;G
2024-08-18;15:00:00;256.68;G;0;G
2024-08-18;16:00:00;182.16;G;0;G
2024-08-18;17:00:00;100.32;G;0;G
2024-08-18;18:00:00;41.06;G;0;G
2024-08-18;19:00:00;11.25;G;0;G
2024-08-18;20:00:00;0.00;G;0;G
2024-08-18;21:00:00;0.00;G;0;G
2024-08-18;22:00:00;0.00;G;0;G
2024-08-18;23:00:00;0.00;G;0;G
2024-08-19;00:00:00;0.00;G;0;G
2024-08-19;01:00:00;0.00;G;0;G
2024-08-19;02:00:00;0.00;G;0;G
2024-08-19;03:00:00;0.00;G;0;G
2024-08-19;04:00:00;2.38;G;0;G
2024-08-19;05:00:00;55.30;G;1806;G
2024-08-19;06:00:00;173.40;G;3538;G
2024-08-19;07:00:00;320.89;G;3600;G
2024-08-19;08:00:00;439.42;G;3549;G
2024-08-19;09:00:00;576.80;G;3526;G
2024-08-19;10:00:00;487.01;G;2268;G
2024-08-19;11:00:00;617.45;G;2443;G
2024-08-19;12:00:00;741.19;G;3600;G
2024-08-19;13:00:00;688.85;G;3527;G
2024-08-19;14:00:00;604.19;G;3504;G
2024-08-19;15:00:00;400.39;G;2219;G
2024-08-19;16:00:00;318.37;G;2373;G
2024-08-19;17:00:00;191.76;G;2048;G
2024-08-19;18:00:00;68.51;G;2152;G
2024-08-19;19:00:00;6.29;G;0;G
2024-08-19;20:00:00;0.00;G;0;G
2024-08-19;21:00:00;0.00;G;0;G
2024-08-19;22:00:00;0.00;G;0;G
2024-08-19;23:00:00;0.00;G;0;G
2024-08-20;00:00:00;0.00;G;0;G
2024-08-20;01:00:00;0.00;G;0;G
2024-08-20;02:00:00;0.00;G;0;G
2024-08-20;03:00:00;0.00;G;0;G
2024-08-20;04:00:00;1.95;G;0;G
2024-08-20;05:00:00;44.42;G;50;G
2024-08-20;06:00:00;132.81;G;2588;G
2024-08-20;07:00:00;261.01;G;3600;G
2024-08-20;08:00:00;400.24;G;3600;G
2024-08-20;09:00:00;520.57;G;3600;G
2024-08-20;10:00:00;568.98;G;3103;G
2024-08-20;11:00:00;476.88;G;1494;G
2024-08-20;12:00:00;647.93;G;3273;G
2024-08-20;13:00:00;629.47;G;3600;G
2024-08-20;14:00:00;514.15;G;3600;G
2024-08-20;15:00:00;386.99;G;3600;G
2024-08-20;16:00:00;251.28;G;2838;G
2024-08-20;17:00:00;149.66;G;1184;G
2024-08-20;18:00:00;67.52;G;640;G
2024-08-20;19:00:00;7.85;G;0;G
2024-08-20;20:00:00;0.00;G;0;G
2024-08-20;21:00:00;0.00;G;0;G
2024-08-20;22:00:00;0.00;G;0;G
2024-08-20;23:00:00;0.00;G;0;G
2024-08-21;00:00:00;0.00;G;0;G
2024-08-21;01:00:00;0.00;G;0;G
2024-08-21;02:00:00;0.00;G;0;G
2024-08-21;03:00:00;0.00;G;0;G
2024-08-21;04:00:00;0.09;G;0;G
2024-08-21;05:00:00;13.58;G;0;G
2024-08-21;06:00:00;29.47;G;0;G
2024-08-21;07:00:00;144.07;G;919;G
2024-08-21;08:00:00;210.87;G;264;G
2024-08-21;09:00:00;74.65;G;0;G
2024-08-21;10:00:00;189.98;G;0;G
2024-08-21;11:00:00;407.13;G;764;G
2024-08-21;12:00:00;690.24;G;3075;G
2024-08-21;13:00:00;673.23;G;3110;G
2024-08-21;14:00:00;617.61;G;3464;G
2024-08-21;15:00:00;426.21;G;2964;G
2024-08-21;16:00:00;271.96;G;2145;G
2024-08-21;17:00:00;163.93;G;2039;G
2024-08-21;18:00:00;52.38;G;950;G
2024-08-21;19:00:00;6.35;G;0;G
2024-08-21;20:00:00;0.00;G;0;G
2024-08-21;21:00:00;0.00;G;0;G
2024-08-21;22:00:00;0.00;G;0;G
2024-08-21;23:00:00;0.00;G;0;G
2024-08-22;00:00:00;0.00;G;0;G
2024-08-22;01:00:00;0.00;G;0;G
2024-08-22;02:00:00;0.00;G;0;G
2024-08-22;03:00:00;0.00;G;0;G
2024-08-22;04:00:00;1.30;G;0;G
2024-08-22;05:00:00;26.18;G;0;G
2024-08-22;06:00:00;76.72;G;0;G
2024-08-22;07:00:00;83.56;G;0;G
2024-08-22;08:00:00;103.75;G;0;G
2024-08-22;09:00:00;185.12;G;0;G
2024-08-22;10:00:00;126.06;G;0;G
2024-08-22;11:00:00;191.52;G;0;G
2024-08-22;12:00:00;153.43;G;0;G
2024-08-22;13:00:00;294.54;G;0;G
2024-08-22;14:00:00;214.65;G;0;G
2024-08-22;15:00:00;118.80;G;0;G
2024-08-22;16:00:00;54.07;G;0;G
2024-08-22;17:00:00;60.16;G;0;G
2024-08-22;18:00:00;16.49;G;0;G
2024-08-22;19:00:00;1.08;G;0;G
2024-08-22;20:00:00;0.09;G;0;G
2024-08-22;21:00:00;0.00;G;0;G
2024-08-22;22:00:00;0.00;G;0;G
2024-08-22;23:00:00;0.00;G;0;G
2024-08-23;00:00:00;0.00;G;0;G
2024-08-23;01:00:00;0.00;G;0;G
2024-08-23;02:00:00;0.00;G;0;G
2024-08-23;03:00:00;0.00;G;0;G
2024-08-23;04:00:00;0.86;G;0;G
2024-08-23;05:00:00;24.05;G;0;G
2024-08-23;06:00:00;35.85;G;0;G
2024-08-23;07:00:00;52.19;G;0;G
2024-08-23;08:00:00;82.90;G;0;G
2024-08-23;09:00:00;225.40;G;0;G
2024-08-23;10:00:00;215.55;G;0;G
2024-08-23;11:00:00;330.86;G;34;G
2024-08-23;12:00:00;166.04;G;0;G
2024-08-23;13:00:00;255.65;G;0;G
2024-08-23;14:00:00;169.22;G;0;G
2024-08-23;15:00:00;107.10;G;0;G
2024-08-23;16:00:00;60.71;G;0;G
2024-08-23;17:00:00;23.63;G;0;G
2024-08-23;18:00:00;42.34;G;339;G
2024-08-23;19:00:00;4.92;G;0;G
2024-08-23;20:00:00;0.00;G;0;G
2024-08-23;21:00:00;0.00;G;0;G
2024-08-23;22:00:00;0.00;G;0;G
2024-08-23;23:00:00;0.00;G;0;G
2024-08-24;00:00:00;0.00;G;0;G
2024-08-24;01:00:00;0.00;G;0;G
2024-08-24;02:00:00;0.00;G;0;G
2024-08-24;03:00:00;0.00;G;0;G
2024-08-24;04:00:00;0.68;G;0;G
2024-08-24;05:00:00;35.31;G;1322;G
2024-08-24;06:00:00;154.02;G;3553;G
2024-08-24;07:00:00;306.37;G;3600;G
2024-08-24;08:00:00;442.78;G;3600;G
2024-08-24;09:00:00;412.77;G;2180;G
2024-08-24;10:00:00;364.56;G;723;G
2024-08-24;11:00:00;309.41;G;171;G
2024-08-24;12:00:00;207.63;G;0;G
2024-08-24;13:00:00;355.83;G;1194;G
2024-08-24;14:00:00;280.09;G;819;G
2024-08-24;15:00:00;209.31;G;713;G
2024-08-24;16:00:00;263.07;G;1737;G
2024-08-24;17:00:00;193.36;G;2903;G
2024-08-24;18:00:00;30.95;G;0;G
2024-08-24;19:00:00;3.83;G;0;G
2024-08-24;20:00:00;0.00;G;0;G
2024-08-24;21:00:00;0.00;G;0;G
2024-08-24;22:00:00;0.00;G;0;G
2024-08-24;23:00:00;0.00;G;0;G
2024-08-25;00:00:00;0.00;G;0;G
2024-08-25;01:00:00;0.00;G;0;G
2024-08-25;02:00:00;0.00;G;0;G
2024-08-25;03:00:00;0.00;G;0;G
2024-08-25;04:00:00;0.43;G;0;G
2024-08-25;05:00:00;13.79;G;0;G
2024-08-25;06:00:00;42.94;G;0;G
2024-08-25;07:00:00;84.75;G;0;G
2024-08-25;08:00:00;100.53;G;0;G
2024-08-25;09:00:00;238.75;G;190;G
2024-08-25;10:00:00;345.45;G;1123;G
2024-08-25;11:00:00;541.17;G;2323;G
2024-08-25;12:00:00;632.75;G;2856;G
2024-08-25;13:00:00;416.44;G;1642;G
2024-08-25;14:00:00;593.81;G;3563;G
2024-08-25;15:00:00;445.44;G;3319;G
2024-08-25;16:00:00;293.85;G;2957;G
2024-08-25;17:00:00;183.69;G;3461;G
2024-08-25;18:00:00;63.54;G;2636;G
2024-08-25;19:00:00;3.92;G;0;G
2024-08-25;20:00:00;0.00;G;0;G
2024-08-25;21:00:00;0.00;G;0;G
2024-08-25;22:00:00;0.00;G;0;G
2024-08-25;23:00:00;0.00;G;0;G
2024-08-26;00:00:00;0.00;G;0;G
2024-08-26;01:00:00;0.00;G;0;G
2024-08-26;02:00:00;0.00;G;0;G
2024-08-26;03:00:00;0.00;G;0;G
2024-08-26;04:00:00;0.81;G;0;G
2024-08-26;05:00:00;30.83;G;989;G
2024-08-26;06:00:00;136.69;G;3600;G
2024-08-26;07:00:00;274.58;G;3600;G
2024-08-26;08:00:00;409.12;G;3600;G
2024-08-26;09:00:00;516.00;G;3571;G
2024-08-26;10:00:00;510.32;G;2619;G
2024-08-26;11:00:00;623.28;G;3125;G
2024-08-26;12:00:00;646.58;G;3296;G
2024-08-26;13:00:00;640.21;G;3494;G
2024-08-26;14:00:00;575.55;G;3600;G
2024-08-26;15:00:00;398.68;G;2747;G
2024-08-26;16:00:00;326.59;G;3224;G
2024-08-26;17:00:00;175.93;G;3600;G
2024-08-26;18:00:00;52.64;G;1655;G
2024-08-26;19:00:00;2.15;G;0;G
2024-08-26;20:00:00;0.00;G;0;G
2024-08-26;21:00:00;0.00;G;0;G
2024-08-26;22:00:00;0.00;G;0;G
2024-08-26;23:00:00;0.00;G;0;G
2024-08-27;00:00:00;0.00;G;0;G
2024-08-27;01:00:00;0.00;G;0;G
2024-08-27;02:00:00;0.00;G;0;G
2024-08-27;03:00:00;0.00;G;0;G
2024-08-27;04:00:00;0.81;G;0;G
2024-08-27;05:00:00;28.01;G;749;G
2024-08-27;06:00:00;145.16;G;3600;G
2024-08-27;07:00:00;270.70;G;3600;G
2024-08-27;08:00:00;379.08;G;3037;G
2024-08-27;09:00:00;464.89;G;3046;G
2024-08-27;10:00:00;605.67;G;3518;G
2024-08-27;11:00:00;647.41;G;3415;G
2024-08-27;12:00:00;622.49;G;3191;G
2024-08-27;13:00:00;614.27;G;3400;G
2024-08-27;14:00:00;468.06;G;3111;G
2024-08-27;15:00:00;395.88;G;3566;G
2024-08-27;16:00:00;267.20;G;3600;G
2024-08-27;17:00:00;192.20;G;3600;G
2024-08-27;18:00:00;63.61;G;3101;G
2024-08-27;19:00:00;1.88;G;0;G
2024-08-27;20:00:00;0.00;G;0;G
2024-08-27;21:00:00;0.00;G;0;G
2024-08-27;22:00:00;0.00;G;0;G
2024-08-27;23:00:00;0.00;G;0;G
2024-08-28;00:00:00;0.00;G;0;G
2024-08-28;01:00:00;0.00;G;0;G
2024-08-28;02:00:00;0.00;G;0;G
2024-08-28;03:00:00;0.00;G;0;G
2024-08-28;04:00:00;0.51;G;0;G
2024-08-28;05:00:00;28.89;G;1441;G
2024-08-28;06:00:00;138.15;G;3600;G
2024-08-28;07:00:00;286.74;G;3600;G
2024-08-28;08:00:00;421.59;G;3600;G
2024-08-28;09:00:00;542.64;G;3600;G
2024-08-28;10:00:00;643.13;G;3600;G
2024-08-28;11:00:00;672.80;G;3600;G
2024-08-28;12:00:00;685.48;G;3600;G
2024-08-28;13:00:00;637.92;G;3600;G
2024-08-28;14:00:00;558.37;G;3600;G
2024-08-28;15:00:00;454.23;G;3600;G
2024-08-28;16:00:00;318.41;G;3600;G
2024-08-28;17:00:00;173.51;G;3600;G
2024-08-28;18:00:00;48.59;G;2157;G
2024-08-28;19:00:00;1.64;G;0;G
2024-08-28;20:00:00;0.00;G;0;G
2024-08-28;21:00:00;0.00;G;0;G
2024-08-28;22:00:00;0.00;G;0;G
2024-08-28;23:00:00;0.00;G;0;G
2024-08-29;00:00:00;0.00;G;0;G
2024-08-29;01:00:00;0.00;G;0;G
2024-08-29;02:00:00;0.00;G;0;G
2024-08-29;03:00:00;0.00;G;0;G
2024-08-29;04:00:00;0.43;G;0;G
2024-08-29;05:00:00;20.68;G;16;G
2024-08-29;06:00:00;111.90;G;3600;G
2024-08-29;07:00:00;249.62;G;3600;G
2024-08-29;08:00:00;386.16;G;3600;G
2024-08-29;09:00:00;507.90;G;3600;G
2024-08-29;10:00:00;597.25;G;3600;G
2024-08-29;11:00:00;641.24;G;3600;G
2024-08-29;12:00:00;664.97;G;3600;G
2024-08-29;13:00:00;603.66;G;3600;G
2024-08-29;14:00:00;528.60;G;3600;G
2024-08-29;15:00:00;398.86;G;3600;G
2024-08-29;16:00:00;272.16;G;3600;G
2024-08-29;17:00:00;113.46;G;1705;G
2024-08-29;18:00:00;26.46;G;4;G
2024-08-29;19:00:00;0.74;G;0;G
2024-08-29;20:00:00;0.00;G;0;G
2024-08-29;21:00:00;0.00;G;0;G
2024-08-29;22:00:00;0.00;G;0;G
2024-08-29;23:00:00;0.00;G;0;G
2024-08-30;00:00:00;0.00;G;0;G
2024-08-30;01:00:00;0.00;G;0;G
2024-08-30;02:00:00;0.00;G;0;G
2024-08-30;03:00:00;0.00;G;0;G
2024-08-30;04:00:00;0.33;G;0;G
2024-08-30;05:00:00;25.36;G;0;G
2024-08-30;06:00:00;88.60;G;1420;G
2024-08-30;07:00:00;135.17;G;53;G
2024-08-30;08:00:00;242.41;G;2157;G
2024-08-30;09:00:00;182.97;G;58;G
2024-08-30;10:00:00;158.19;G;0;G
2024-08-30;11:00:00;123.41;G;0;G
2024-08-30;12:00:00;256.14;G;294;G
2024-08-30;13:00:00;519.13;G;3339;G
2024-08-30;14:00:00;516.90;G;3420;G
2024-08-30;15:00:00;440.96;G;3600;G
2024-08-30;16:00:00;328.59;G;3600;G
2024-08-30;17:00:00;181.76;G;3600;G
2024-08-30;18:00:00;44.61;G;2101;G
2024-08-30;19:00:00;0.89;G;0;G
2024-08-30;20:00:00;0.00;G;0;G
2024-08-30;21:00:00;0.00;G;0;G
2024-08-30;22:00:00;0.00;G;0;G
2024-08-30;23:00:00;0.00;G;0;G
2024-08-31;00:00:00;0.00;G;0;G
2024-08-31;01:00:00;0.00;G;0;G
2024-08-31;02:00:00;0.00;G;0;G
2024-08-31;03:00:00;0.00;G;0;G
2024-08-31;04:00:00;0.15;G;0;G
2024-08-31;05:00:00;21.79;G;330;G
2024-08-31;06:00:00;123.89;G;3600;G
2024-08-31;07:00:00;284.02;G;3600;G
2024-08-31;08:00:00;373.88;G;3591;G
2024-08-31;09:00:00;472.11;G;3600;G
2024-08-31;10:00:00;630.06;G;3600;G
2024-08-31;11:00:00;678.54;G;3578;G
2024-08-31;12:00:00;693.48;G;3599;G
2024-08-31;13:00:00;627.66;G;3511;G
2024-08-31;14:00:00;565.33;G;3565;G
2024-08-31;15:00:00;482.97;G;3600;G
2024-08-31;16:00:00;319.56;G;3600;G
2024-08-31;17:00:00;175.19;G;3600;G
2024-08-31;18:00:00;42.88;G;2260;G
2024-08-31;19:00:00;3.88;G;0;G
2024-08-31;20:00:00;0.00;G;0;G
2024-08-31;21:00:00;0.00;G;0;G
2024-08-31;22:00:00;0.00;G;0;G
2024-08-31;23:00:00;0.00;G;0;G
2024-09-01;00:00:00;0.00;G;0;G
2024-09-01;01:00:00;0.00;G;0;G
2024-09-01;02:00:00;0.00;G;0;G
2024-09-01;03:00:00;0.00;G;0;G
2024-09-01;04:00:00;0.27;G;0;G
2024-09-01;05:00:00;29.32;G;1613;G
2024-09-01;06:00:00;139.90;G;3600;G
2024-09-01;07:00:00;275.85;G;3600;G
2024-09-01;08:00:00;266.73;G;3600;G
2024-09-01;09:00:00;419.01;G;3600;G
2024-09-01;10:00:00;396.30;G;2161;G
2024-09-01;11:00:00;423.82;G;1220;G
2024-09-01;12:00:00;540.52;G;3267;G
2024-09-01;13:00:00;625.86;G;3600;G
2024-09-01;14:00:00;600.14;G;3600;G
2024-09-01;15:00:00;248.12;G;1751;G
2024-09-01;16:00:00;172.89;G;1836;G
2024-09-01;17:00:00;126.27;G;3260;G
2024-09-01;18:00:00;38.04;G;2224;G
2024-09-01;19:00:00;0.47;G;0;G
2024-09-01;20:00:00;0.00;G;0;G
2024-09-01;21:00:00;0.00;G;0;G
2024-09-01;22:00:00;0.00;G;0;G
2024-09-01;23:00:00;0.00;G;0;G
2024-09-02;00:00:00;0.00;G;0;G
2024-09-02;01:00:00;0.00;G;0;G
2024-09-02;02:00:00;0.00;G;0;G
2024-09-02;03:00:00;0.00;G;0;G
2024-09-02;04:00:00;0.20;G;0;G
2024-09-02;05:00:00;16.40;G;52;G
2024-09-02;06:00:00;95.73;G;2368;G
2024-09-02;07:00:00;277.30;G;3600;G
2024-09-02;08:00:00;347.97;G;2961;G
2024-09-02;09:00:00;401.81;G;3488;G
2024-09-02;10:00:00;562.74;G;3071;G
2024-09-02;11:00:00;548.75;G;2637;G
2024-09-02;12:00:00;579.29;G;2284;G
2024-09-02;13:00:00;290.39;G;558;G
2024-09-02;14:00:00;354.89;G;1747;G
2024-09-02;15:00:00;217.86;G;186;G
2024-09-02;16:00:00;154.68;G;212;G
2024-09-02;17:00:00;92.91;G;0;G
2024-09-02;18:00:00;23.28;G;180;G
2024-09-02;19:00:00;0.49;G;0;G
2024-09-02;20:00:00;0.00;G;0;G
2024-09-02;21:00:00;0.00;G;0;G
2024-09-02;22:00:00;0.00;G;0;G
2024-09-02;23:00:00;0.00;G;0;G
2024-09-03;00:00:00;0.00;G;0;G
2024-09-03;01:00:00;0.00;G;0;G
2024-09-03;02:00:00;0.00;G;0;G
2024-09-03;03:00:00;0.00;G;0;G
2024-09-03;04:00:00;0.04;G;0;G
2024-09-03;05:00:00;16.71;G;623;G
2024-09-03;06:00:00;119.69;G;3600;G
2024-09-03;07:00:00;252.78;G;3600;G
2024-09-03;08:00:00;387.00;G;3600;G
2024-09-03;09:00:00;400.50;G;3600;G
2024-09-03;10:00:00;523.89;G;3600;G
2024-09-03;11:00:00;614.73;G;3479;G
2024-09-03;12:00:00;644.28;G;3580;G
2024-09-03;13:00:00;583.64;G;3596;G
2024-09-03;14:00:00;519.66;G;3600;G
2024-09-03;15:00:00;409.81;G;3600;G
2024-09-03;16:00:00;260.78;G;3600;G
2024-09-03;17:00:00;104.26;G;3167;G
2024-09-03;18:00:00;19.21;G;0;G
2024-09-03;19:00:00;0.10;G;0;G
2024-09-03;20:00:00;0.00;G;0;G
2024-09-03;21:00:00;0.00;G;0;G
2024-09-03;22:00:00;0.00;G;0;G
2024-09-03;23:00:00;0.00;G;0;G
2024-09-04;00:00:00;0.00;G;0;G
2024-09-04;01:00:00;0.00;G;0;G
2024-09-04;02:00:00;0.00;G;0;G
2024-09-04;03:00:00;0.00;G;0;G
2024-09-04;04:00:00;0.32;G;0;G
2024-09-04;05:00:00;15.31;G;0;G
2024-09-04;06:00:00;92.97;G;3262;G
2024-09-04;07:00:00;171.76;G;1904;G
2024-09-04;08:00:00;318.03;G;3471;G
2024-09-04;09:00:00;399.02;G;3098;G
2024-09-04;10:00:00;547.85;G;3600;G
2024-09-04;11:00:00;594.37;G;3600;G
2024-09-04;12:00:00;602.74;G;3600;G
2024-09-04;13:00:00;565.42;G;3600;G
2024-09-04;14:00:00;491.78;G;3600;G
2024-09-04;15:00:00;384.82;G;3600;G
2024-09-04;16:00:00;256.38;G;3600;G
2024-09-04;17:00:00;119.96;G;3600;G
2024-09-04;18:00:00;22.12;G;864;G
2024-09-04;19:00:00;0.01;G;0;G
2024-09-04;20:00:00;0.00;G;0;G
2024-09-04;21:00:00;0.00;G;0;G
2024-09-04;22:00:00;0.00;G;0;G
2024-09-04;23:00:00;0.00;G;0;G
2024-09-05;00:00:00;0.00;G;0;G
2024-09-05;01:00:00;0.00;G;0;G
2024-09-05;02:00:00;0.00;G;0;G
2024-09-05;03:00:00;0.00;G;0;G
2024-09-05;04:00:00;0.12;G;0;G
2024-09-05;05:00:00;12.63;G;0;G
2024-09-05;06:00:00;86.51;G;2985;G
2024-09-05;07:00:00;213.50;G;3600;G
2024-09-05;08:00:00;335.24;G;3600;G
2024-09-05;09:00:00;436.63;G;3600;G
2024-09-05;10:00:00;529.09;G;3600;G
2024-09-05;11:00:00;584.22;G;3600;G
2024-09-05;12:00:00;597.78;G;3600;G
2024-09-05;13:00:00;571.20;G;3600;G
2024-09-05;14:00:00;514.48;G;3600;G
2024-09-05;15:00:00;414.85;G;3600;G
2024-09-05;16:00:00;262.98;G;3600;G
2024-09-05;17:00:00;121.14;G;3600;G
2024-09-05;18:00:00;27.20;G;18;G
2024-09-05;19:00:00;0.33;G;0;G
2024-09-05;20:00:00;0.00;G;0;G
2024-09-05;21:00:00;0.00;G;0;G
2024-09-05;22:00:00;0.00;G;0;G
2024-09-05;23:00:00;0.00;G;0;G
2024-09-06;00:00:00;0.00;G;0;G
2024-09-06;01:00:00;0.00;G;0;G
2024-09-06;02:00:00;0.00;G;0;G
2024-09-06;03:00:00;0.00;G;0;G
2024-09-06;04:00:00;0.09;G;0;G
2024-09-06;05:00:00;13.44;G;276;G
2024-09-06;06:00:00;95.91;G;3600;G
2024-09-06;07:00:00;245.92;G;3600;G
2024-09-06;08:00:00;386.75;G;3600;G
2024-09-06;09:00:00;505.33;G;3600;G
2024-09-06;10:00:00;580.03;G;3600;G
2024-09-06;11:00:00;612.37;G;3600;G
2024-09-06;12:00:00;611.65;G;3600;G
2024-09-06;13:00:00;558.35;G;3600;G
2024-09-06;14:00:00;478.02;G;3600;G
2024-09-06;15:00:00;373.66;G;3600;G
2024-09-06;16:00:00;248.61;G;3600;G
2024-09-06;17:00:00;112.26;G;3600;G
2024-09-06;18:00:00;19.13;G;231;G
2024-09-06;19:00:00;0.01;G;0;G
2024-09-06;20:00:00;0.00;G;0;G
2024-09-06;21:00:00;0.00;G;0;G
2024-09-06;22:00:00;0.00;G;0;G
2024-09-06;23:00:00;0.00;G;0;G
2024-09-07;00:00:00;0.00;G;0;G
2024-09-07;01:00:00;0.00;G;0;G
2024-09-07;02:00:00;0.00;G;0;G
2024-09-07;03:00:00;0.00;G;0;G
2024-09-07;04:00:00;0.01;G;0;G
2024-09-07;05:00:00;15.28;G;0;G
2024-09-07;06:00:00;101.42;G;3120;G
2024-09-07;07:00:00;219.15;G;3600;G
2024-09-07;08:00:00;373.43;G;3600;G
2024-09-07;09:00:00;425.48;G;3600;G
2024-09-07;10:00:00;558.51;G;3600;G
2024-09-07;11:00:00;593.21;G;3600;G
2024-09-07;12:00:00;626.02;G;3600;G
2024-09-07;13:00:00;573.78;G;3600;G
2024-09-07;14:00:00;452.33;G;3600;G
2024-09-07;15:00:00;382.40;G;3600;G
2024-09-07;16:00:00;224.38;G;3600;G
2024-09-07;17:00:00;85.35;G;137;G
2024-09-07;18:00:00;16.83;G;0;G
2024-09-07;19:00:00;0.02;G;0;G
2024-09-07;20:00:00;0.00;G;0;G
2024-09-07;21:00:00;0.00;G;0;G
2024-09-07;22:00:00;0.00;G;0;G
2024-09-07;23:00:00;0.00;G;0;G
2024-09-08;00:00:00;0.00;G;0;G
2024-09-08;01:00:00;0.00;G;0;G
2024-09-08;02:00:00;0.00;G;0;G
2024-09-08;03:00:00;0.00;G;0;G
2024-09-08;04:00:00;0.01;G;0;G
2024-09-08;05:00:00;13.61;G;0;G
2024-09-08;06:00:00;70.31;G;2354;G
2024-09-08;07:00:00;207.78;G;3600;G
2024-09-08;08:00:00;352.69;G;3600;G
2024-09-08;09:00:00;452.59;G;3600;G
