﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Växjö Sol;64565;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Global Irradians (svenska stationer);medelvärde 1 timma, varje timme;watt per kvadratmeter
Solskenstid;summa 1 timme, 1 gång/tim;sekund
Långvågs-Irradians;medelvärde 1 timma, varje timme;watt per kvadratmeter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1983-01-01 00:00:00;2025-04-02 08:20:20;182.0;56.9269;14.7305

Datum;Tid (UTC);Global Irradians (svenska stationer);Kvalitet;Solskenstid;Kvalitet;Långvågs-Irradians;Kvalitet;;Tidsutsnitt:
2020-09-25;04:00:00;0.00;G;0;G;294.67;G
2020-09-25;05:00:00;1.03;G;0;G;284.14;G
2020-09-25;06:00:00;32.57;G;0;G;288.37;G
2020-09-25;07:00:00;81.31;G;0;G;302.48;G
2020-09-25;08:00:00;213.42;G;1202;G;320.74;G
2020-09-25;09:00:00;367.18;G;2371;G;325.64;G
2020-09-25;10:00:00;381.60;G;3467;G;322.11;G
2020-09-25;11:00:00;396.59;G;2532;G;325.11;G
2020-09-25;12:00:00;386.93;G;2041;G;334.10;G
2020-09-25;13:00:00;211.41;G;537;G;341.88;G
2020-09-25;14:00:00;80.86;G;0;G;367.78;G
2020-09-25;15:00:00;59.27;G;0;G;368.26;G
2020-09-25;16:00:00;30.21;G;0;G;361.12;G
2020-09-25;17:00:00;8.99;G;0;G;369.24;G
2020-09-25;18:00:00;0.31;G;0;G;385.11;G
2020-09-25;19:00:00;0.00;G;0;G;385.90;G
2020-09-25;20:00:00;0.00;G;0;G;385.26;G
2020-09-25;21:00:00;0.00;G;0;G;386.64;G
2020-09-25;22:00:00;0.00;G;0;G;384.67;G
2020-09-25;23:00:00;0.00;G;0;G;378.96;G
2020-09-26;00:00:00;0.00;G;0;G;373.75;G
2020-09-26;01:00:00;0.00;G;0;G;375.29;G
2020-09-26;02:00:00;0.00;G;0;G;374.16;G
2020-09-26;03:00:00;0.00;G;0;G;373.31;G
2020-09-26;04:00:00;0.00;G;0;G;369.39;G
2020-09-26;05:00:00;0.87;G;0;G;355.55;G
2020-09-26;06:00:00;22.19;G;0;G;338.05;G
2020-09-26;07:00:00;46.17;G;0;G;369.50;G
2020-09-26;08:00:00;82.40;G;0;G;371.11;G
2020-09-26;09:00:00;127.26;G;0;G;371.33;G
2020-09-26;10:00:00;326.71;G;1752;G;346.67;G
2020-09-26;11:00:00;330.72;G;1678;G;348.95;G
2020-09-26;12:00:00;259.20;G;511;G;369.31;G
2020-09-26;13:00:00;118.64;G;0;G;381.27;G
2020-09-26;14:00:00;95.20;G;0;G;383.19;G
2020-09-26;15:00:00;39.33;G;0;G;384.93;G
2020-09-26;16:00:00;15.98;G;0;G;386.93;G
2020-09-26;17:00:00;3.53;G;0;G;388.94;G
2020-09-26;18:00:00;0.33;G;0;G;379.07;G
2020-09-26;19:00:00;0.00;G;0;G;365.52;G
2020-09-26;20:00:00;0.00;G;0;G;364.74;G
2020-09-26;21:00:00;0.00;G;0;G;351.42;G
2020-09-26;22:00:00;0.00;G;0;G;334.40;G
2020-09-26;23:00:00;0.00;G;0;G;334.51;G
2020-09-27;00:00:00;0.00;G;0;G;336.91;G
2020-09-27;01:00:00;0.00;G;0;G;348.23;G
2020-09-27;02:00:00;0.00;G;0;G;336.78;G
2020-09-27;03:00:00;0.00;G;0;G;345.61;G
2020-09-27;04:00:00;0.00;G;0;G;366.77;G
2020-09-27;05:00:00;1.50;G;0;G;340.06;G
2020-09-27;06:00:00;19.62;G;0;G;360.99;G
2020-09-27;07:00:00;42.41;G;0;G;381.85;G
2020-09-27;08:00:00;120.32;G;402;G;374.78;G
2020-09-27;09:00:00;335.92;G;3600;G;326.46;G
2020-09-27;10:00:00;410.74;G;3600;G;330.10;G
2020-09-27;11:00:00;307.14;G;1947;G;338.46;G
2020-09-27;12:00:00;273.03;G;2056;G;342.99;G
2020-09-27;13:00:00;360.12;G;3600;G;347.51;G
2020-09-27;14:00:00;300.96;G;3600;G;346.67;G
2020-09-27;15:00:00;198.14;G;3600;G;345.74;G
2020-09-27;16:00:00;92.56;G;3198;G;342.19;G
2020-09-27;17:00:00;13.45;G;0;G;336.81;G
2020-09-27;18:00:00;0.09;G;0;G;332.45;G
2020-09-27;19:00:00;0.00;G;0;G;332.97;G
2020-09-27;20:00:00;0.00;G;0;G;318.47;G
2020-09-27;21:00:00;0.00;G;0;G;315.96;G
2020-09-27;22:00:00;0.00;G;0;G;313.82;G
2020-09-27;23:00:00;0.00;G;0;G;310.61;G
2020-09-28;00:00:00;0.00;G;0;G;310.33;G
2020-09-28;01:00:00;0.00;G;0;G;325.51;G
2020-09-28;02:00:00;0.00;G;0;G;350.71;G
2020-09-28;03:00:00;0.00;G;0;G;362.73;G
2020-09-28;04:00:00;0.00;G;0;G;375.72;G
2020-09-28;05:00:00;0.56;G;0;G;375.68;G
2020-09-28;06:00:00;3.71;G;0;G;375.61;G
2020-09-28;07:00:00;20.74;G;0;G;375.72;G
2020-09-28;08:00:00;44.65;G;0;G;377.41;G
2020-09-28;09:00:00;80.42;G;0;G;380.51;G
2020-09-28;10:00:00;72.10;G;0;G;383.62;G
2020-09-28;11:00:00;49.10;G;0;G;385.03;G
2020-09-28;12:00:00;66.52;G;0;G;384.21;G
2020-09-28;13:00:00;122.15;G;0;G;382.58;G
2020-09-28;14:00:00;78.98;G;0;G;378.67;G
2020-09-28;15:00:00;172.15;G;1745;G;356.34;G
2020-09-28;16:00:00;23.79;G;0;G;377.15;G
2020-09-28;17:00:00;3.16;G;0;G;371.71;G
2020-09-28;18:00:00;0.01;G;0;G;369.75;G
2020-09-28;19:00:00;0.00;G;0;G;363.61;G
2020-09-28;20:00:00;0.00;G;0;G;364.75;G
2020-09-28;21:00:00;0.00;G;0;G;363.53;G
2020-09-28;22:00:00;0.00;G;0;G;358.77;G
2020-09-28;23:00:00;0.00;G;0;G;347.90;G
2020-09-29;00:00:00;0.00;G;0;G;307.73;G
2020-09-29;01:00:00;0.00;G;0;G;281.27;G
2020-09-29;02:00:00;0.00;G;0;G;280.05;G
2020-09-29;03:00:00;0.00;G;0;G;306.37;G
2020-09-29;04:00:00;0.00;G;0;G;312.26;G
2020-09-29;05:00:00;1.26;G;0;G;327.62;G
2020-09-29;06:00:00;20.65;G;0;G;333.84;G
2020-09-29;07:00:00;95.71;G;498;G;331.85;G
2020-09-29;08:00:00;216.87;G;3397;G;305.86;G
2020-09-29;09:00:00;359.31;G;3600;G;291.50;G
2020-09-29;10:00:00;429.48;G;3600;G;296.27;G
2020-09-29;11:00:00;419.33;G;3600;G;311.34;G
2020-09-29;12:00:00;458.02;G;3588;G;302.99;G
2020-09-29;13:00:00;277.62;G;1853;G;310.33;G
2020-09-29;14:00:00;203.78;G;1077;G;343.85;G
2020-09-29;15:00:00;175.33;G;2173;G;312.33;G
2020-09-29;16:00:00;88.21;G;3351;G;304.17;G
2020-09-29;17:00:00;14.50;G;1216;G;300.90;G
2020-09-29;18:00:00;0.00;G;0;G;296.63;G
2020-09-29;19:00:00;0.00;G;0;G;295.01;G
2020-09-29;20:00:00;0.00;G;0;G;293.45;G
2020-09-29;21:00:00;0.00;G;0;G;292.17;G
2020-09-29;22:00:00;0.00;G;0;G;292.98;G
2020-09-29;23:00:00;0.00;G;0;G;290.74;G
2020-09-30;00:00:00;0.00;G;0;G;296.71;G
2020-09-30;01:00:00;0.00;G;0;G;322.24;G
2020-09-30;02:00:00;0.00;G;0;G;343.01;G
2020-09-30;03:00:00;0.00;G;0;G;334.48;G
2020-09-30;04:00:00;0.00;G;0;G;327.71;G
2020-09-30;05:00:00;0.53;G;0;G;336.29;G
2020-09-30;06:00:00;17.81;G;0;G;334.41;G
2020-09-30;07:00:00;70.63;G;0;G;347.26;G
2020-09-30;08:00:00;159.49;G;769;G;340.09;G
2020-09-30;09:00:00;318.64;G;3464;G;296.51;G
2020-09-30;10:00:00;466.96;G;3600;G;313.45;G
2020-09-30;11:00:00;535.06;G;3600;G;324.93;G
2020-09-30;12:00:00;453.35;G;3600;G;306.60;G
2020-09-30;13:00:00;355.08;G;3154;G;305.94;G
2020-09-30;14:00:00;313.73;G;3600;G;303.27;G
2020-09-30;15:00:00;210.34;G;3600;G;301.17;G
2020-09-30;16:00:00;91.69;G;3600;G;299.63;G
2020-09-30;17:00:00;11.19;G;1072;G;294.59;G
2020-09-30;18:00:00;0.00;G;0;G;289.07;G
2020-09-30;19:00:00;0.00;G;0;G;284.45;G
2020-09-30;20:00:00;0.00;G;0;G;283.40;G
2020-09-30;21:00:00;0.00;G;0;G;297.97;G
2020-09-30;22:00:00;0.00;G;0;G;355.59;G
2020-09-30;23:00:00;0.00;G;0;G;359.31;G
2020-10-01;00:00:00;0.00;G;0;G;361.60;G
2020-10-01;01:00:00;0.00;G;0;G;311.36;G
2020-10-01;02:00:00;0.00;G;0;G;356.19;G
2020-10-01;03:00:00;0.00;G;0;G;354.54;G
2020-10-01;04:00:00;0.00;G;0;G;357.52;G
2020-10-01;05:00:00;0.35;G;0;G;320.33;G
2020-10-01;06:00:00;13.44;G;0;G;329.30;G
2020-10-01;07:00:00;52.43;G;204;G;351.08;G
2020-10-01;08:00:00;74.33;G;3;G;364.29;G
2020-10-01;09:00:00;55.91;G;0;G;369.34;G
2020-10-01;10:00:00;50.31;G;0;G;370.73;G
2020-10-01;11:00:00;122.88;G;0;G;367.76;G
2020-10-01;12:00:00;160.07;G;0;G;360.35;G
2020-10-01;13:00:00;76.14;G;0;G;372.51;G
2020-10-01;14:00:00;44.78;G;0;G;373.32;G
2020-10-01;15:00:00;41.64;G;0;G;373.22;G
2020-10-01;16:00:00;58.80;G;257;G;329.88;G
2020-10-01;17:00:00;10.85;G;0;G;319.39;G
2020-10-01;18:00:00;0.02;G;0;G;340.97;G
2020-10-01;19:00:00;0.00;G;0;G;352.82;G
2020-10-01;20:00:00;0.00;G;0;G;364.75;G
2020-10-01;21:00:00;0.00;G;0;G;348.00;G
2020-10-01;22:00:00;0.00;G;0;G;344.55;G
2020-10-01;23:00:00;0.00;G;0;G;328.62;G
2020-10-02;00:00:00;0.00;G;0;G;314.84;G
2020-10-02;01:00:00;0.00;G;0;G;335.18;G
2020-10-02;02:00:00;0.00;G;0;G;342.64;G
2020-10-02;03:00:00;0.00;G;0;G;365.96;G
2020-10-02;04:00:00;0.00;G;0;G;373.00;G
2020-10-02;05:00:00;0.20;G;0;G;366.60;G
2020-10-02;06:00:00;11.10;G;0;G;363.96;G
2020-10-02;07:00:00;32.37;G;0;G;370.49;G
2020-10-02;08:00:00;89.87;G;7;G;367.33;G
2020-10-02;09:00:00;66.66;G;0;G;375.15;G
2020-10-02;10:00:00;195.17;G;282;G;367.76;G
2020-10-02;11:00:00;109.19;G;0;G;374.37;G
2020-10-02;12:00:00;79.06;G;0;G;374.96;G
2020-10-02;13:00:00;171.23;G;838;G;360.94;G
2020-10-02;14:00:00;177.15;G;950;G;348.44;G
2020-10-02;15:00:00;137.32;G;937;G;343.81;G
2020-10-02;16:00:00;32.10;G;0;G;334.81;G
2020-10-02;17:00:00;4.97;G;0;G;347.24;G
2020-10-02;18:00:00;0.07;G;0;G;369.62;G
2020-10-02;19:00:00;0.00;G;0;G;370.61;G
2020-10-02;20:00:00;0.00;G;0;G;368.45;G
2020-10-02;21:00:00;0.00;G;0;G;359.97;G
2020-10-02;22:00:00;0.00;G;0;G;362.72;G
2020-10-02;23:00:00;0.00;G;0;G;367.09;G
2020-10-03;00:00:00;0.00;G;0;G;365.68;G
2020-10-03;01:00:00;0.00;G;0;G;362.32;G
2020-10-03;02:00:00;0.00;G;0;G;356.60;G
2020-10-03;03:00:00;0.00;G;0;G;370.03;G
2020-10-03;04:00:00;0.00;G;0;G;357.70;G
2020-10-03;05:00:00;0.21;G;0;G;364.67;G
2020-10-03;06:00:00;1.94;G;0;G;373.70;G
2020-10-03;07:00:00;15.51;G;0;G;374.53;G
2020-10-03;08:00:00;69.25;G;0;G;370.88;G
2020-10-03;09:00:00;69.12;G;0;G;374.10;G
2020-10-03;10:00:00;63.10;G;0;G;377.75;G
2020-10-03;11:00:00;63.96;G;0;G;375.88;G
2020-10-03;12:00:00;105.73;G;6;G;375.20;G
2020-10-03;13:00:00;70.01;G;0;G;374.68;G
2020-10-03;14:00:00;76.89;G;0;G;372.35;G
2020-10-03;15:00:00;26.98;G;0;G;374.76;G
2020-10-03;16:00:00;7.69;G;0;G;374.46;G
2020-10-03;17:00:00;2.51;G;0;G;374.33;G
2020-10-03;18:00:00;0.13;G;0;G;374.36;G
2020-10-03;19:00:00;0.00;G;0;G;375.79;G
2020-10-03;20:00:00;0.00;G;0;G;377.02;G
2020-10-03;21:00:00;0.00;G;0;G;378.89;G
2020-10-03;22:00:00;0.00;G;0;G;380.47;G
2020-10-03;23:00:00;0.00;G;0;G;381.40;G
2020-10-04;00:00:00;0.00;G;0;G;381.97;G
2020-10-04;01:00:00;0.00;G;0;G;382.33;G
2020-10-04;02:00:00;0.00;G;0;G;383.10;G
2020-10-04;03:00:00;0.00;G;0;G;383.73;G
2020-10-04;04:00:00;0.00;G;0;G;384.46;G
2020-10-04;05:00:00;0.51;G;0;G;384.93;G
2020-10-04;06:00:00;4.77;G;0;G;385.05;G
2020-10-04;07:00:00;15.43;G;0;G;385.58;G
2020-10-04;08:00:00;33.91;G;0;G;386.42;G
2020-10-04;09:00:00;31.31;G;0;G;387.05;G
2020-10-04;10:00:00;51.86;G;0;G;388.23;G
2020-10-04;11:00:00;32.04;G;0;G;388.49;G
2020-10-04;12:00:00;36.92;G;0;G;388.85;G
2020-10-04;13:00:00;11.99;G;0;G;389.67;G
2020-10-04;14:00:00;15.28;G;0;G;387.57;G
2020-10-04;15:00:00;17.29;G;0;G;380.07;G
2020-10-04;16:00:00;10.69;G;0;G;370.74;G
2020-10-04;17:00:00;1.29;G;0;G;366.81;G
2020-10-04;18:00:00;0.00;G;0;G;366.95;G
2020-10-04;19:00:00;0.00;G;0;G;374.41;G
2020-10-04;20:00:00;0.00;G;0;G;371.86;G
2020-10-04;21:00:00;0.00;G;0;G;316.64;G
2020-10-04;22:00:00;0.00;G;0;G;289.81;G
2020-10-04;23:00:00;0.00;G;0;G;285.63;G
2020-10-05;00:00:00;0.00;G;0;G;286.63;G
2020-10-05;01:00:00;0.00;G;0;G;286.18;G
2020-10-05;02:00:00;0.00;G;0;G;285.76;G
2020-10-05;03:00:00;0.00;G;0;G;283.59;G
2020-10-05;04:00:00;0.00;G;0;G;318.83;G
2020-10-05;05:00:00;0.33;G;0;G;341.64;G
2020-10-05;06:00:00;15.67;G;0;G;296.53;G
2020-10-05;07:00:00;58.24;G;226;G;308.05;G
2020-10-05;08:00:00;88.43;G;0;G;346.70;G
2020-10-05;09:00:00;183.86;G;1487;G;334.88;G
2020-10-05;10:00:00;405.31;G;3600;G;291.89;G
2020-10-05;11:00:00;428.25;G;3600;G;291.73;G
2020-10-05;12:00:00;415.75;G;3600;G;294.55;G
2020-10-05;13:00:00;359.67;G;3600;G;298.25;G
2020-10-05;14:00:00;217.21;G;3365;G;303.87;G
2020-10-05;15:00:00;113.21;G;163;G;308.52;G
2020-10-05;16:00:00;47.83;G;0;G;318.50;G
2020-10-05;17:00:00;4.18;G;0;G;317.17;G
2020-10-05;18:00:00;0.03;G;0;G;347.15;G
2020-10-05;19:00:00;0.00;G;0;G;360.19;G
2020-10-05;20:00:00;0.00;G;0;G;341.11;G
2020-10-05;21:00:00;0.00;G;0;G;335.10;G
2020-10-05;22:00:00;0.00;G;0;G;334.69;G
2020-10-05;23:00:00;0.00;G;0;G;340.30;G
2020-10-06;00:00:00;0.00;G;0;G;362.89;G
2020-10-06;01:00:00;0.00;G;0;G;369.95;G
2020-10-06;02:00:00;0.00;G;0;G;368.54;G
2020-10-06;03:00:00;0.00;G;0;G;373.91;G
2020-10-06;04:00:00;0.00;G;0;G;375.73;G
2020-10-06;05:00:00;0.05;G;0;G;368.00;G
2020-10-06;06:00:00;4.18;G;0;G;368.39;G
2020-10-06;07:00:00;46.63;G;0;G;333.58;G
2020-10-06;08:00:00;66.86;G;0;G;358.88;G
2020-10-06;09:00:00;97.86;G;0;G;356.53;G
2020-10-06;10:00:00;243.96;G;752;G;334.68;G
2020-10-06;11:00:00;234.55;G;962;G;334.54;G
2020-10-06;12:00:00;180.18;G;92;G;326.42;G
2020-10-06;13:00:00;149.64;G;240;G;333.39;G
2020-10-06;14:00:00;95.50;G;313;G;355.13;G
2020-10-06;15:00:00;61.29;G;351;G;350.80;G
2020-10-06;16:00:00;28.18;G;0;G;346.96;G
2020-10-06;17:00:00;3.07;G;0;G;347.23;G
2020-10-06;18:00:00;0.04;G;0;G;348.00;G
2020-10-06;19:00:00;0.00;G;0;G;363.55;G
2020-10-06;20:00:00;0.00;G;0;G;359.25;G
2020-10-06;21:00:00;0.00;G;0;G;359.52;G
2020-10-06;22:00:00;0.00;G;0;G;354.26;G
2020-10-06;23:00:00;0.00;G;0;G;339.16;G
2020-10-07;00:00:00;0.00;G;0;G;336.19;G
2020-10-07;01:00:00;0.00;G;0;G;336.77;G
2020-10-07;02:00:00;0.00;G;0;G;327.54;G
2020-10-07;03:00:00;0.00;G;0;G;346.11;G
2020-10-07;04:00:00;0.00;G;0;G;341.13;G
2020-10-07;05:00:00;0.16;G;0;G;356.14;G
2020-10-07;06:00:00;5.62;G;0;G;363.58;G
2020-10-07;07:00:00;28.30;G;0;G;366.10;G
2020-10-07;08:00:00;115.69;G;843;G;340.15;G
2020-10-07;09:00:00;231.65;G;1935;G;332.61;G
2020-10-07;10:00:00;251.80;G;1757;G;343.40;G
2020-10-07;11:00:00;246.31;G;764;G;343.38;G
2020-10-07;12:00:00;231.95;G;490;G;349.28;G
2020-10-07;13:00:00;228.56;G;895;G;347.07;G
2020-10-07;14:00:00;177.89;G;1042;G;336.85;G
2020-10-07;15:00:00;84.87;G;169;G;348.62;G
2020-10-07;16:00:00;24.67;G;0;G;353.16;G
2020-10-07;17:00:00;2.89;G;0;G;310.04;G
2020-10-07;18:00:00;0.00;G;0;G;293.40;G
2020-10-07;19:00:00;0.00;G;0;G;300.12;G
2020-10-07;20:00:00;0.00;G;0;G;304.42;G
2020-10-07;21:00:00;0.00;G;0;G;344.75;G
2020-10-07;22:00:00;0.00;G;0;G;346.94;G
2020-10-07;23:00:00;0.00;G;0;G;359.48;G
2020-10-08;00:00:00;0.00;G;0;G;359.11;G
2020-10-08;01:00:00;0.00;G;0;G;345.24;G
2020-10-08;02:00:00;0.00;G;0;G;353.95;G
2020-10-08;03:00:00;0.00;G;0;G;351.83;G
2020-10-08;04:00:00;0.00;G;0;G;352.38;G
2020-10-08;05:00:00;0.05;G;0;G;350.24;G
2020-10-08;06:00:00;9.41;G;0;G;344.09;G
2020-10-08;07:00:00;48.95;G;0;G;346.07;G
2020-10-08;08:00:00;63.65;G;0;G;358.74;G
2020-10-08;09:00:00;116.88;G;0;G;357.52;G
2020-10-08;10:00:00;159.77;G;0;G;358.52;G
2020-10-08;11:00:00;190.72;G;0;G;356.95;G
2020-10-08;12:00:00;302.06;G;1302;G;346.04;G
2020-10-08;13:00:00;204.12;G;1225;G;338.60;G
2020-10-08;14:00:00;73.83;G;0;G;354.09;G
2020-10-08;15:00:00;90.12;G;0;G;333.43;G
2020-10-08;16:00:00;24.78;G;0;G;340.63;G
2020-10-08;17:00:00;0.12;G;0;G;345.09;G
2020-10-08;18:00:00;0.00;G;0;G;341.61;G
2020-10-08;19:00:00;0.00;G;0;G;344.13;G
2020-10-08;20:00:00;0.00;G;0;G;353.68;G
2020-10-08;21:00:00;0.00;G;0;G;357.25;G
2020-10-08;22:00:00;0.00;G;0;G;360.44;G
2020-10-08;23:00:00;0.00;G;0;G;363.06;G
2020-10-09;00:00:00;0.00;G;0;G;366.32;G
2020-10-09;01:00:00;0.00;G;0;G;369.21;G
2020-10-09;02:00:00;0.00;G;0;G;368.87;G
2020-10-09;03:00:00;0.00;G;0;G;359.00;G
2020-10-09;04:00:00;0.00;G;0;G;340.30;G
2020-10-09;05:00:00;0.00;G;0;G;298.38;G
2020-10-09;06:00:00;8.95;G;0;G;302.08;G
2020-10-09;07:00:00;87.13;G;3173;G;266.04;G
2020-10-09;08:00:00;200.76;G;3596;G;266.89;G
2020-10-09;09:00:00;304.74;G;3600;G;268.70;G
2020-10-09;10:00:00;367.19;G;3562;G;272.04;G
2020-10-09;11:00:00;352.64;G;2444;G;320.45;G
2020-10-09;12:00:00;290.26;G;1437;G;319.40;G
2020-10-09;13:00:00;242.73;G;1508;G;306.16;G
2020-10-09;14:00:00;204.78;G;2017;G;303.96;G
2020-10-09;15:00:00;118.48;G;1622;G;289.70;G
2020-10-09;16:00:00;46.48;G;1546;G;278.76;G
2020-10-09;17:00:00;1.96;G;0;G;293.93;G
2020-10-09;18:00:00;0.00;G;0;G;305.59;G
2020-10-09;19:00:00;0.00;G;0;G;312.01;G
2020-10-09;20:00:00;0.00;G;0;G;304.85;G
2020-10-09;21:00:00;0.00;G;0;G;314.43;G
2020-10-09;22:00:00;0.00;G;0;G;315.70;G
2020-10-09;23:00:00;0.00;G;0;G;315.08;G
2020-10-10;00:00:00;0.00;G;0;G;332.65;G
2020-10-10;01:00:00;0.00;G;0;G;335.64;G
2020-10-10;02:00:00;0.00;G;0;G;336.03;G
2020-10-10;03:00:00;0.00;G;0;G;339.68;G
2020-10-10;04:00:00;0.00;G;0;G;342.13;G
2020-10-10;05:00:00;0.07;G;0;G;337.90;G
2020-10-10;06:00:00;3.35;G;0;G;321.10;G
2020-10-10;07:00:00;17.06;G;0;G;341.05;G
2020-10-10;08:00:00;58.37;G;11;G;296.95;G
2020-10-10;09:00:00;118.96;G;0;G;298.24;G
2020-10-10;10:00:00;128.50;G;0;G;338.86;G
2020-10-10;11:00:00;127.75;G;0;G;349.44;G
2020-10-10;12:00:00;82.82;G;0;G;352.79;G
2020-10-10;13:00:00;170.72;G;59;G;336.40;G
2020-10-10;14:00:00;169.29;G;486;G;334.26;G
2020-10-10;15:00:00;63.89;G;0;G;332.58;G
2020-10-10;16:00:00;17.60;G;0;G;339.59;G
2020-10-10;17:00:00;1.85;G;0;G;298.53;G
2020-10-10;18:00:00;0.00;G;0;G;280.08;G
2020-10-10;19:00:00;0.00;G;0;G;267.09;G
2020-10-10;20:00:00;0.00;G;0;G;257.46;G
2020-10-10;21:00:00;0.00;G;0;G;256.76;G
2020-10-10;22:00:00;0.00;G;0;G;257.10;G
2020-10-10;23:00:00;0.00;G;0;G;256.26;G
2020-10-11;00:00:00;0.00;G;0;G;255.28;G
2020-10-11;01:00:00;0.00;G;0;G;260.18;G
2020-10-11;02:00:00;0.00;G;0;G;273.85;G
2020-10-11;03:00:00;0.00;G;0;G;277.45;G
2020-10-11;04:00:00;0.00;G;0;G;314.10;G
2020-10-11;05:00:00;0.32;G;0;G;325.43;G
2020-10-11;06:00:00;6.21;G;0;G;332.89;G
2020-10-11;07:00:00;35.38;G;0;G;334.61;G
2020-10-11;08:00:00;96.72;G;0;G;332.17;G
2020-10-11;09:00:00;164.36;G;66;G;336.51;G
2020-10-11;10:00:00;250.17;G;1330;G;319.41;G
2020-10-11;11:00:00;205.22;G;778;G;321.74;G
2020-10-11;12:00:00;203.32;G;600;G;317.72;G
2020-10-11;13:00:00;276.81;G;2403;G;285.13;G
2020-10-11;14:00:00;141.32;G;474;G;324.18;G
2020-10-11;15:00:00;63.31;G;41;G;334.19;G
2020-10-11;16:00:00;47.07;G;1993;G;289.47;G
2020-10-11;17:00:00;1.22;G;0;G;269.53;G
2020-10-11;18:00:00;0.00;G;0;G;288.46;G
2020-10-11;19:00:00;0.00;G;0;G;272.98;G
2020-10-11;20:00:00;0.00;G;0;G;284.60;G
2020-10-11;21:00:00;0.00;G;0;G;274.72;G
2020-10-11;22:00:00;0.00;G;0;G;300.50;G
2020-10-11;23:00:00;0.00;G;0;G;297.19;G
2020-10-12;00:00:00;0.00;G;0;G;269.85;G
2020-10-12;01:00:00;0.00;G;0;G;269.35;G
2020-10-12;02:00:00;0.00;G;0;G;274.01;G
2020-10-12;03:00:00;0.00;G;0;G;275.21;G
2020-10-12;04:00:00;0.00;G;0;G;302.76;G
2020-10-12;05:00:00;0.16;G;0;G;322.71;G
2020-10-12;06:00:00;4.79;G;0;G;325.80;G
2020-10-12;07:00:00;38.79;G;0;G;325.86;G
2020-10-12;08:00:00;101.85;G;0;G;327.70;G
2020-10-12;09:00:00;213.94;G;1831;G;316.95;G
2020-10-12;10:00:00;359.00;G;3600;G;280.59;G
2020-10-12;11:00:00;390.84;G;3599;G;275.93;G
2020-10-12;12:00:00;397.64;G;3098;G;305.92;G
2020-10-12;13:00:00;325.58;G;3187;G;289.75;G
2020-10-12;14:00:00;168.18;G;2322;G;284.85;G
2020-10-12;15:00:00;127.94;G;2183;G;326.27;G
2020-10-12;16:00:00;24.00;G;0;G;330.51;G
2020-10-12;17:00:00;1.30;G;0;G;275.06;G
2020-10-12;18:00:00;0.00;G;0;G;279.55;G
2020-10-12;19:00:00;0.00;G;0;G;281.75;G
2020-10-12;20:00:00;0.00;G;0;G;290.73;G
2020-10-12;21:00:00;0.00;G;0;G;287.31;G
2020-10-12;22:00:00;0.00;G;0;G;261.84;G
2020-10-12;23:00:00;0.00;G;0;G;260.09;G
2020-10-13;00:00:00;0.00;G;0;G;261.31;G
2020-10-13;01:00:00;0.00;G;0;G;265.30;G
2020-10-13;02:00:00;0.00;G;0;G;269.37;G
2020-10-13;03:00:00;0.00;G;0;G;269.54;G
2020-10-13;04:00:00;0.00;G;0;G;299.61;G
2020-10-13;05:00:00;0.32;G;0;G;318.16;G
2020-10-13;06:00:00;5.53;G;0;G;323.11;G
2020-10-13;07:00:00;42.03;G;0;G;325.84;G
2020-10-13;08:00:00;100.79;G;0;G;325.88;G
2020-10-13;09:00:00;158.59;G;0;G;331.40;G
2020-10-13;10:00:00;220.11;G;507;G;332.32;G
2020-10-13;11:00:00;304.77;G;2424;G;295.60;G
2020-10-13;12:00:00;374.55;G;3581;G;274.13;G
2020-10-13;13:00:00;331.03;G;3401;G;282.42;G
2020-10-13;14:00:00;193.72;G;2796;G;276.55;G
2020-10-13;15:00:00;136.19;G;3600;G;273.09;G
2020-10-13;16:00:00;37.02;G;3020;G;267.98;G
2020-10-13;17:00:00;1.04;G;0;G;267.83;G
2020-10-13;18:00:00;0.00;G;0;G;302.75;G
2020-10-13;19:00:00;0.00;G;0;G;294.35;G
2020-10-13;20:00:00;0.00;G;0;G;294.10;G
2020-10-13;21:00:00;0.00;G;0;G;266.94;G
2020-10-13;22:00:00;0.00;G;0;G;274.73;G
2020-10-13;23:00:00;0.00;G;0;G;297.13;G
2020-10-14;00:00:00;0.00;G;0;G;269.80;G
2020-10-14;01:00:00;0.00;G;0;G;255.74;G
2020-10-14;02:00:00;0.00;G;0;G;251.25;G
2020-10-14;03:00:00;0.00;G;0;G;251.81;G
2020-10-14;04:00:00;0.00;G;0;G;252.68;G
2020-10-14;05:00:00;0.01;G;0;G;255.73;G
2020-10-14;06:00:00;5.17;G;0;G;298.87;G
2020-10-14;07:00:00;55.76;G;1448;G;262.93;G
2020-10-14;08:00:00;74.92;G;49;G;309.35;G
2020-10-14;09:00:00;99.08;G;0;G;330.56;G
2020-10-14;10:00:00;128.27;G;0;G;334.46;G
2020-10-14;11:00:00;133.64;G;0;G;334.18;G
2020-10-14;12:00:00;122.72;G;0;G;334.04;G
2020-10-14;13:00:00;82.13;G;0;G;335.70;G
2020-10-14;14:00:00;59.49;G;0;G;332.87;G
